Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
RPGR	2.460e-2	3	2	112	1.8%	No
IQCN		2	2	112	1.8%	No
CFHR1		1	1	112	0.9%	No
PTPN23		1	1	112	0.9%	No
CFH		1	1	112	0.9%	No
ASTN1		3	3	112	2.7%	No
XRN1		1	1	112	0.9%	No
ZFHX3		1	1	112	0.9%	Yes
MINDY1		1	1	112	0.9%	No
MIOS		1	1	112	0.9%	No
CACNA2D3		2	2	112	1.8%	No
THSD7B		1	1	112	0.9%	No
ETAA1		1	1	112	0.9%	Yes
CLIP4		1	1	112	0.9%	No
VGF		2	1	112	0.9%	No
ADGB		1	1	112	0.9%	No
OR52N4		1	1	112	0.9%	No
TNFRSF6B		1	1	112	0.9%	No
OR52N5		1	1	112	0.9%	No
MPDZ		2	1	112	0.9%	No
OR52N2		1	1	112	0.9%	No
AGTPBP1		2	2	112	1.8%	No
ATOH1		1	1	112	0.9%	No
ADGRL3		2	2	112	1.8%	No
FTHL17		1	1	112	0.9%	No
WWC1		1	1	112	0.9%	No
VLDLR		1	1	112	0.9%	No
RIPK2		1	1	112	0.9%	No
CNTN5		1	1	112	0.9%	No
HIP1		1	1	112	0.9%	Yes
VWF		3	3	112	2.7%	No
PLEKHM3		1	1	112	0.9%	No
ZAN		1	1	112	0.9%	No
RGS9		1	1	112	0.9%	No
RGS11		1	1	112	0.9%	No
HK2		1	1	112	0.9%	No
HIVEP2		3	3	112	2.7%	No
ATP2A1		2	2	112	1.8%	No
ATP2A2		1	1	112	0.9%	No
TMPRSS11E		1	1	112	0.9%	No
MGRN1		1	1	112	0.9%	No
RPA3		1	1	112	0.9%	No
SIGLEC5		1	1	112	0.9%	No
SYNDIG1L		1	1	112	0.9%	No
C2CD6		2	2	112	1.8%	No
CLIP2		1	1	112	0.9%	No
CORO2A		1	1	112	0.9%	No
PEX11B		1	1	112	0.9%	No
MGAT4B		1	1	112	0.9%	No
NSD2		1	1	112	0.9%	Yes
DENND2C		1	1	112	0.9%	No
VWA3B		1	1	112	0.9%	No
OR51B6		1	1	112	0.9%	No
ATP2B1		1	1	112	0.9%	No
ATP2B2		1	1	112	0.9%	No
MGA		1	1	112	0.9%	Yes
DRC7		2	2	112	1.8%	No
RNF169		1	1	112	0.9%	No
HIVEP3		1	1	112	0.9%	No
TIMMDC1		1	1	112	0.9%	No
C2ORF16		1	1	112	0.9%	No
FAM53C		1	1	112	0.9%	No
OR51Q1		1	1	112	0.9%	No
WNT6		1	1	112	0.9%	No
KLHL18		1	1	112	0.9%	No
KRTAP19-2		1	1	112	0.9%	No
NUP160		1	1	112	0.9%	No
GIT1		2	2	112	1.8%	No
KRTAP6-3		1	1	112	0.9%	No
KRTAP19-7		1	1	112	0.9%	No
ZMYND12		1	1	112	0.9%	No
CAMSAP2		1	1	112	0.9%	No
KRTAP19-4		1	1	112	0.9%	No
TMPRSS9		1	1	112	0.9%	No
TASOR		2	2	112	1.8%	No
CLEC16A		1	1	112	0.9%	No
WRN		1	1	112	0.9%	Yes
RPL26		1	1	112	0.9%	No
TMEM200C		1	1	112	0.9%	No
XPOT		2	2	112	1.8%	No
PDS5A		1	1	112	0.9%	No
ASTN2		1	1	112	0.9%	No
IGKV1-39		1	1	112	0.9%	No
RPRD2		1	1	112	0.9%	No
WNT2B		1	1	112	0.9%	No
MEX3C		1	1	112	0.9%	No
PSD2		1	1	112	0.9%	No
SLC25A47		1	1	112	0.9%	No
MRI1		1	1	112	0.9%	No
ARL6IP4		1	1	112	0.9%	No
WDR64		2	2	112	1.8%	No
XDH		1	1	112	0.9%	No
ATXN2L		1	1	112	0.9%	No
OSR2		1	1	112	0.9%	No
RPL31		1	1	112	0.9%	No
WT1		1	1	112	0.9%	Yes
IGSF8		1	1	112	0.9%	No
ATP13A4		1	1	112	0.9%	No
ATP11A		1	1	112	0.9%	No
ANKRD12		1	1	112	0.9%	No
SPTBN5		1	1	112	0.9%	No
CRNN		1	1	112	0.9%	No
RPLP0		1	1	112	0.9%	No
ARHGEF9		2	2	112	1.8%	No
OR10A6		1	1	112	0.9%	No
ZMYM4		2	2	112	1.8%	No
BRD9		1	1	112	0.9%	No
ZMYM3		2	2	112	1.8%	Yes
ZMYM6		2	2	112	1.8%	No
TBC1D28		1	1	112	0.9%	No
SYNE2		3	2	112	1.8%	No
POLR1A		1	1	112	0.9%	No
NUP210		1	1	112	0.9%	No
CRNKL1		2	2	112	1.8%	No
MAP7D1		1	1	112	0.9%	No
ADGRF5		1	1	112	0.9%	No
MAGEE2		2	2	112	1.8%	No
POLR3B		2	2	112	1.8%	No
TAOK3		1	1	112	0.9%	No
TRIM41		1	1	112	0.9%	No
TCHP		2	2	112	1.8%	No
AURKB		1	1	112	0.9%	Yes
RPS2		1	1	112	0.9%	No
GPR45		1	1	112	0.9%	No
LARGE1		1	1	112	0.9%	No
EEF1AKMT3		1	1	112	0.9%	No
EXOC6B		1	1	112	0.9%	No
PLEKHG4		1	1	112	0.9%	No
RNF19A		1	1	112	0.9%	No
INTS7		1	1	112	0.9%	No
IGKV2-24		1	1	112	0.9%	No
KRT76		1	1	112	0.9%	No
PAMR1		1	1	112	0.9%	No
FAR2		1	1	112	0.9%	No
LAMA2		1	1	112	0.9%	No
LAMA3		2	2	112	1.8%	No
CAMKK1		1	1	112	0.9%	No
MAN1B1		1	1	112	0.9%	No
TENM3		5	2	112	1.8%	No
ZNF334		1	1	112	0.9%	No
SLF2		1	1	112	0.9%	No
SLF1		1	1	112	0.9%	No
POLR3E		1	1	112	0.9%	No
LMBR1L		2	2	112	1.8%	No
SGIP1		1	1	112	0.9%	No
RPS6KA3		1	1	112	0.9%	No
MAGI1		1	1	112	0.9%	No
NOLC1		2	2	112	1.8%	No
ACVR1C		1	1	112	0.9%	No
PCDHB6		1	1	112	0.9%	No
RPS4X		1	1	112	0.9%	No
RPS5		1	1	112	0.9%	No
LAMB2		1	1	112	0.9%	No
ERICH6B		1	1	112	0.9%	No
PCDHA11		1	1	112	0.9%	No
LAMC1		1	1	112	0.9%	No
PCDHA10		3	2	112	1.8%	No
LAMC2		1	1	112	0.9%	No
PCDHAC2		1	1	112	0.9%	No
PCDHA13		1	1	112	0.9%	No
ARMH4		1	1	112	0.9%	No
MTA2		1	1	112	0.9%	No
LAMA4		1	1	112	0.9%	No
NOL6		1	1	112	0.9%	No
LAMA5		2	2	112	1.8%	No
TAS2R9		1	1	112	0.9%	No
TAS2R1		1	1	112	0.9%	No
CLCA4		1	1	112	0.9%	No
ANKRD40		2	1	112	0.9%	No
CCPG1		2	2	112	1.8%	No
IKZF3		1	1	112	0.9%	Yes
IKZF2		1	1	112	0.9%	Yes
PCDHA7		2	2	112	1.8%	No
CNOT6		1	1	112	0.9%	No
PRICKLE2		1	1	112	0.9%	No
ITCH		1	1	112	0.9%	No
LASP1		1	1	112	0.9%	Yes
L3MBTL2		1	1	112	0.9%	No
GRAMD1B		1	1	112	0.9%	No
PCDHA2		1	1	112	0.9%	No
SHROOM4		2	2	112	1.8%	No
USP31		1	1	112	0.9%	No
F11R		1	1	112	0.9%	No
GCM2		1	1	112	0.9%	No
CRACD		1	1	112	0.9%	No
TEX15		2	2	112	1.8%	No
ZNF502		1	1	112	0.9%	No
PNMA1		1	1	112	0.9%	No
KIAA1210		2	2	112	1.8%	No
TEX11		1	1	112	0.9%	No
DNAH2		2	2	112	1.8%	No
LCP1		1	1	112	0.9%	Yes
LCT		2	2	112	1.8%	No
LDHA		2	2	112	1.8%	No
TEX14		1	1	112	0.9%	No
ANKRD31		1	1	112	0.9%	No
TEX13A		1	1	112	0.9%	No
ODF2L		1	1	112	0.9%	No
VILL		1	1	112	0.9%	No
LCK		1	1	112	0.9%	Yes
TSPOAP1		2	2	112	1.8%	No
AIMP1		1	1	112	0.9%	No
HEG1		2	2	112	1.8%	No
NWD2		2	2	112	1.8%	No
NUMBL		1	1	112	0.9%	No
AHRR		1	1	112	0.9%	No
INTS6L		1	1	112	0.9%	No
LDHC		1	1	112	0.9%	No
GSDMC		1	1	112	0.9%	No
NTM		1	1	112	0.9%	No
GART		1	1	112	0.9%	No
GARS1		1	1	112	0.9%	No
LRRC32		1	1	112	0.9%	No
CYTH3		1	1	112	0.9%	No
COL6A5		2	2	112	1.8%	No
DNAH7		2	2	112	1.8%	No
AQP12A	1.560e-3	2	2	112	1.8%	No
STK17B		1	1	112	0.9%	No
GATA3	2.690e-12	15	14	112	12.5%	Yes
LGALS3BP		1	1	112	0.9%	No
GAS8		1	1	112	0.9%	No
KCNK16		1	1	112	0.9%	No
GOLGA6L2		5	5	112	4.5%	No
DZIP1L		1	1	112	0.9%	No
LEPR		1	1	112	0.9%	No
LETM1		1	1	112	0.9%	No
MYO3A		1	1	112	0.9%	No
DUOX1		1	1	112	0.9%	No
WDR46		2	2	112	1.8%	No
BCL7C		1	1	112	0.9%	No
COL12A1		3	3	112	2.7%	No
COL11A1		1	1	112	0.9%	No
LGALS8		1	1	112	0.9%	No
GCDH		1	1	112	0.9%	No
COL15A1		2	2	112	1.8%	No
ZNF561		1	1	112	0.9%	No
LIG3		1	1	112	0.9%	No
LIG4		1	1	112	0.9%	No
MRPL13		1	1	112	0.9%	No
KLF15		1	1	112	0.9%	No
HIPK2		1	1	112	0.9%	No
ASTE1		1	1	112	0.9%	No
COPA		1	1	112	0.9%	No
GAPDHS		1	1	112	0.9%	No
COL19A1		1	1	112	0.9%	No
UGT2A2		1	1	112	0.9%	No
LHCGR		1	1	112	0.9%	No
CCDC150		2	2	112	1.8%	No
NR6A1		1	1	112	0.9%	No
KAT2A		1	1	112	0.9%	No
LIG1		1	1	112	0.9%	No
GPR55		1	1	112	0.9%	No
GDF2		1	1	112	0.9%	No
FAT3		4	4	112	3.6%	No
PRTG		1	1	112	0.9%	No
NEDD1		1	1	112	0.9%	No
CNBD1		1	1	112	0.9%	No
CD300LD-AS1		1	1	112	0.9%	No
LIM2		1	1	112	0.9%	No
ABLIM1		1	1	112	0.9%	No
LIMK1		2	2	112	1.8%	No
LIMK2		1	1	112	0.9%	No
LIMS1		1	1	112	0.9%	No
COX5B		1	1	112	0.9%	No
LIPA		1	1	112	0.9%	No
RIMS1		2	2	112	1.8%	No
PCNX1		1	1	112	0.9%	No
ZSWIM4		2	2	112	1.8%	No
KDM2A		1	1	112	0.9%	No
RIN3		1	1	112	0.9%	No
CEP152		1	1	112	0.9%	No
KRTAP17-1		1	1	112	0.9%	No
SPATA31A1		2	2	112	1.8%	No
L1TD1		1	1	112	0.9%	No
THNSL1		1	1	112	0.9%	No
GDI1		1	1	112	0.9%	No
IGKV1-5		1	1	112	0.9%	No
ZBTB2		1	1	112	0.9%	No
IMP4		1	1	112	0.9%	No
LLGL1		1	1	112	0.9%	No
KLHL1		2	2	112	1.8%	No
TPCN2		1	1	112	0.9%	No
PCED1B		1	1	112	0.9%	No
CCR2		2	2	112	1.8%	No
COX10		2	2	112	1.8%	No
B4GALT1		1	1	112	0.9%	No
PSMC6		1	1	112	0.9%	No
LRRN1		1	1	112	0.9%	No
ARHGAP23		1	1	112	0.9%	No
ANKRD36C		1	1	112	0.9%	No
SH3RF1		1	1	112	0.9%	No
LPCAT1		1	1	112	0.9%	No
PSMC4		2	2	112	1.8%	No
CPLANE1		2	2	112	1.8%	No
EFR3B		2	2	112	1.8%	No
WNK3		1	1	112	0.9%	No
CPB2		1	1	112	0.9%	No
TPX2		2	1	112	0.9%	No
MYH7B		1	1	112	0.9%	No
SPRTN		1	1	112	0.9%	Yes
STK40		1	1	112	0.9%	Yes
PSMD13		1	1	112	0.9%	No
SMTNL2		1	1	112	0.9%	No
CPA1		1	1	112	0.9%	No
SLC27A4		1	1	112	0.9%	No
DHX37		3	3	112	2.7%	No
CP		1	1	112	0.9%	No
PSMD5		1	1	112	0.9%	No
SF3B2		1	1	112	0.9%	No
PSMD7		1	1	112	0.9%	No
ILVBL		1	1	112	0.9%	No
KIAA1522		1	1	112	0.9%	No
CRIPAK		2	2	112	1.8%	No
UBXN11		1	1	112	0.9%	No
CPS1		1	1	112	0.9%	Yes
DIP2C		2	2	112	1.8%	No
CIP2A		1	1	112	0.9%	No
MAST1		2	2	112	1.8%	No
ACIN1		1	1	112	0.9%	No
PTEN	2.690e-12	5	4	112	3.6%	Yes
CPN1		1	1	112	0.9%	No
HCN3		1	1	112	0.9%	No
RGPD1		1	1	112	0.9%	No
IL22RA1		1	1	112	0.9%	No
ZNF438		2	2	112	1.8%	No
FAM83G		1	1	112	0.9%	No
PTCH1		1	1	112	0.9%	Yes
IL17RE		1	1	112	0.9%	No
OR10Q1		1	1	112	0.9%	No
CRAT		2	2	112	1.8%	No
PHRF1		1	1	112	0.9%	No
SLC4A1AP		1	1	112	0.9%	No
P2RX2		2	2	112	1.8%	No
EPB41L5		2	2	112	1.8%	No
CR1		2	2	112	1.8%	No
CAMSAP3		4	4	112	3.6%	No
RMND1		1	1	112	0.9%	No
PTGFRN		2	2	112	1.8%	No
OR9Q1		1	1	112	0.9%	No
ZNF689		1	1	112	0.9%	No
ZNF551		2	1	112	0.9%	No
WDR86		1	1	112	0.9%	No
MPEG1		1	1	112	0.9%	Yes
KIAA1549		1	1	112	0.9%	No
PRMT8		1	1	112	0.9%	No
CREM		1	1	112	0.9%	No
STX17		1	1	112	0.9%	No
GPAM		1	1	112	0.9%	No
IMMT		1	1	112	0.9%	No
PPP2R3C		3	2	112	1.8%	No
ALS2		1	1	112	0.9%	No
MGAT5B		2	2	112	1.8%	No
PPAN		1	1	112	0.9%	No
RNF213		4	4	112	3.6%	Yes
SLC26A11		1	1	112	0.9%	No
CREBBP		1	1	112	0.9%	Yes
PRPF39		1	1	112	0.9%	No
SAT2		1	1	112	0.9%	No
PTH2R		1	1	112	0.9%	No
PTK2		1	1	112	0.9%	No
GCN1		2	2	112	1.8%	No
PTMS		2	1	112	0.9%	No
HK3		1	1	112	0.9%	No
ZDBF2		2	2	112	1.8%	No
TTC38		2	2	112	1.8%	No
OR4C15		1	1	112	0.9%	No
ZSWIM6		1	1	112	0.9%	No
BANK1		1	1	112	0.9%	No
PHIP		1	1	112	0.9%	No
SERINC3		1	1	112	0.9%	No
PID1		1	1	112	0.9%	No
CAVIN1		2	2	112	1.8%	No
C17ORF80		1	1	112	0.9%	No
CACHD1		2	2	112	1.8%	No
PTK7		1	1	112	0.9%	Yes
GSDMA		1	1	112	0.9%	No
SEC61B		1	1	112	0.9%	No
FAM13C		1	1	112	0.9%	No
MSI1		1	1	112	0.9%	Yes
DEUP1		1	1	112	0.9%	No
KIAA1586		1	1	112	0.9%	No
MAGEE1		2	2	112	1.8%	No
OOSP2		1	1	112	0.9%	No
USP47		1	1	112	0.9%	No
FBXO34		1	1	112	0.9%	No
TNRC6C		2	2	112	1.8%	No
SLC4A11		1	1	112	0.9%	No
CCDC40		1	1	112	0.9%	No
HLA-B		2	2	112	1.8%	Yes
GRXCR1		1	1	112	0.9%	No
HLA-A		3	3	112	2.7%	Yes
DDX55		1	1	112	0.9%	No
ALDH7A1		1	1	112	0.9%	No
FANCM		1	1	112	0.9%	No
ATP5F1B		1	1	112	0.9%	No
MSH2		2	2	112	1.8%	Yes
PIK3IP1		1	1	112	0.9%	No
MSH3		2	2	112	1.8%	Yes
QSOX1		2	2	112	1.8%	No
MSH4		2	1	112	0.9%	No
STIP1		1	1	112	0.9%	No
CEP85		1	1	112	0.9%	No
PTPN13		1	1	112	0.9%	Yes
PTPN14		1	1	112	0.9%	No
HLA-DRB1		1	1	112	0.9%	No
NLRP5		1	1	112	0.9%	No
HMGCLL1		1	1	112	0.9%	No
MMRN2		1	1	112	0.9%	No
NLRP13		2	1	112	0.9%	No
OTP		1	1	112	0.9%	No
SLTM		1	1	112	0.9%	No
PTPN4		1	1	112	0.9%	No
ATP5PB		1	1	112	0.9%	No
DDX4		1	1	112	0.9%	Yes
BRK1		1	1	112	0.9%	No
TLE6		2	2	112	1.8%	No
SUCLG2		1	1	112	0.9%	No
OPTN		1	1	112	0.9%	No
ZNF552		2	1	112	0.9%	No
IL18RAP		1	1	112	0.9%	No
KANK3		1	1	112	0.9%	No
CHCHD10		1	1	112	0.9%	No
TRIM24		1	1	112	0.9%	Yes
DNAI4		1	1	112	0.9%	No
PTPRF		1	1	112	0.9%	No
PTPRH		1	1	112	0.9%	No
TOB1		1	1	112	0.9%	No
RGSL1		1	1	112	0.9%	No
ANKRD18B		1	1	112	0.9%	No
NUTM2G		1	1	112	0.9%	No
HLF		1	1	112	0.9%	Yes
SPOUT1		1	1	112	0.9%	No
USE1		1	1	112	0.9%	No
SH3D19		1	1	112	0.9%	No
PALM2AKAP2		2	2	112	1.8%	No
LEO1		2	2	112	1.8%	No
ATP6V1B1		1	1	112	0.9%	No
TMEM165		1	1	112	0.9%	No
LINC02870		1	1	112	0.9%	No
PTPRB		2	2	112	1.8%	Yes
AKAP9		2	2	112	1.8%	No
PTPRD		3	3	112	2.7%	Yes
SUGP2		1	1	112	0.9%	No
ASNSD1		1	1	112	0.9%	No
TTC21B		1	1	112	0.9%	No
HEATR9		1	1	112	0.9%	No
DCAF5		1	1	112	0.9%	No
GDPD1		2	2	112	1.8%	No
SYNGAP1		1	1	112	0.9%	No
CD84		1	1	112	0.9%	No
NOMO1		1	1	112	0.9%	No
HLCS		1	1	112	0.9%	No
ASXL3		3	3	112	2.7%	No
MROH2A		1	1	112	0.9%	No
NIPAL1		1	1	112	0.9%	No
ENAM		1	1	112	0.9%	No
LRIT2		1	1	112	0.9%	No
QSER1		1	1	112	0.9%	No
DDHD1		1	1	112	0.9%	No
USP53		1	1	112	0.9%	No
PTPRM		2	2	112	1.8%	No
ROBO4		1	1	112	0.9%	No
SHLD2		1	1	112	0.9%	No
ATP7A		1	1	112	0.9%	No
KIF20A		1	1	112	0.9%	No
EXOC6		2	2	112	1.8%	No
TMC5		1	1	112	0.9%	No
RAD50		2	2	112	1.8%	Yes
PIP4K2C		1	1	112	0.9%	No
NRP2		1	1	112	0.9%	No
GPR156		1	1	112	0.9%	No
MSR1		1	1	112	0.9%	No
ATP1B4		1	1	112	0.9%	No
PROM1		2	2	112	1.8%	No
HCAR3		1	1	112	0.9%	No
MST1R		1	1	112	0.9%	Yes
XPNPEP2		1	1	112	0.9%	No
XPNPEP1		2	2	112	1.8%	No
TPSD1		1	1	112	0.9%	No
AP4E1		1	1	112	0.9%	No
LINC01565		3	3	112	2.7%	No
FRY		2	2	112	1.8%	No
ATP7B		1	1	112	0.9%	No
ASH1L		1	1	112	0.9%	No
CATSPERB		1	1	112	0.9%	No
ATR		2	2	112	1.8%	Yes
KIF1A		1	1	112	0.9%	No
SDK2		2	2	112	1.8%	No
CCN5		1	1	112	0.9%	No
CCN6		1	1	112	0.9%	Yes
ITIH6		1	1	112	0.9%	No
ZNF286B		1	1	112	0.9%	No
ASAP2		1	1	112	0.9%	No
SPATS1		2	2	112	1.8%	No
AKAP4		1	1	112	0.9%	No
TAS1R1		1	1	112	0.9%	No
TDRD6		1	1	112	0.9%	No
HMMR		2	2	112	1.8%	No
FBXO46		1	1	112	0.9%	No
EXOSC2		1	1	112	0.9%	No
TLCD3A		1	1	112	0.9%	No
MAGEL2		1	1	112	0.9%	No
GRAMD2A		1	1	112	0.9%	No
AVPR2		1	1	112	0.9%	No
LMO3		1	1	112	0.9%	No
WDR88		1	1	112	0.9%	No
AXL		1	1	112	0.9%	Yes
XPO1		1	1	112	0.9%	Yes
NEK11		1	1	112	0.9%	No
ZKSCAN7		2	2	112	1.8%	No
XRCC4		1	1	112	0.9%	No
KCNH3		1	1	112	0.9%	No
CRB1		1	1	112	0.9%	No
PER2		1	1	112	0.9%	No
PER3		2	2	112	1.8%	No
HNRNPA1		1	1	112	0.9%	No
PCDH15		4	4	112	3.6%	No
DUSP16		3	3	112	2.7%	No
ONECUT1		1	1	112	0.9%	No
SIRT1		1	1	112	0.9%	No
SPINDOC		2	2	112	1.8%	No
B2M		1	1	112	0.9%	Yes
FOXA1	2.690e-12	4	4	112	3.6%	Yes
YES1		1	1	112	0.9%	Yes
FCGBP		4	4	112	3.6%	No
NADK		1	1	112	0.9%	Yes
RPS15A		1	1	112	0.9%	No
EML5		4	4	112	3.6%	No
ARHGEF7		2	2	112	1.8%	No
GOLGA6L10		1	1	112	0.9%	No
LNPK		1	1	112	0.9%	No
HNRNPF		1	1	112	0.9%	No
LRRC73		1	1	112	0.9%	No
CBLL1		1	1	112	0.9%	No
RABEP2		1	1	112	0.9%	No
UGT1A6		1	1	112	0.9%	No
VWA2		1	1	112	0.9%	No
ADGRB3		1	1	112	0.9%	No
UGT1A7		2	1	112	0.9%	No
UGT1A8		1	1	112	0.9%	No
JCAD		1	1	112	0.9%	No
ZFP36		1	1	112	0.9%	No
SYNJ1		2	2	112	1.8%	No
RPS15		1	1	112	0.9%	No
EYS		4	4	112	3.6%	No
HNRNPL		2	2	112	1.8%	No
HNRNPK		1	1	112	0.9%	No
ZNF10		1	1	112	0.9%	No
OR10G4		1	1	112	0.9%	No
BAX		1	1	112	0.9%	Yes
BBS2		1	1	112	0.9%	No
BCAT1		1	1	112	0.9%	No
RELCH		1	1	112	0.9%	No
ZNF669		1	1	112	0.9%	No
BCAT2		1	1	112	0.9%	No
SETD7		1	1	112	0.9%	Yes
JHY		1	1	112	0.9%	No
BORA		1	1	112	0.9%	No
SH3BP5L		1	1	112	0.9%	No
ZIC3		3	3	112	2.7%	No
ALG13		1	1	112	0.9%	No
TSHZ3		1	1	112	0.9%	No
SUN3		1	1	112	0.9%	No
RPS25		1	1	112	0.9%	No
ZNF14		1	1	112	0.9%	No
ARPC1B		1	1	112	0.9%	No
ZNF781		1	1	112	0.9%	No
STH		1	1	112	0.9%	No
HVCN1		1	1	112	0.9%	No
C11ORF40		1	1	112	0.9%	No
PPME1		1	1	112	0.9%	No
MTRNR2L5		1	1	112	0.9%	No
NOL7		1	1	112	0.9%	No
ZNF24		1	1	112	0.9%	Yes
RRM1		1	1	112	0.9%	No
ZNF23		1	1	112	0.9%	No
RTKN		1	1	112	0.9%	No
ZNF28		1	1	112	0.9%	No
CPEB2		1	1	112	0.9%	No
NUDT16L1		1	1	112	0.9%	No
PABIR2		2	2	112	1.8%	No
UNKL		1	1	112	0.9%	No
ACTL6B	1.960e-3	1	1	112	0.9%	No
STX19		1	1	112	0.9%	No
PIM3		1	1	112	0.9%	No
PRPF4B		1	1	112	0.9%	No
MUC12		12	7	112	6.3%	No
SNUPN		1	1	112	0.9%	No
ZKSCAN1		2	2	112	1.8%	No
AADACL4		1	1	112	0.9%	No
HUWE1		4	4	112	3.6%	No
MED13L		1	1	112	0.9%	No
SRGAP2		1	1	112	0.9%	No
SMG5		1	1	112	0.9%	No
HEPACAM2		2	2	112	1.8%	No
NCSTN		1	1	112	0.9%	Yes
PTPRU		1	1	112	0.9%	No
PRKAG2		3	3	112	2.7%	No
HPS3		1	1	112	0.9%	No
ZNF107		2	2	112	1.8%	No
GFM2		1	1	112	0.9%	No
RYR3		2	2	112	1.8%	No
ZNF43		2	2	112	1.8%	No
RYR2		6	6	112	5.4%	No
ZNF45		1	1	112	0.9%	No
USH1C		2	2	112	1.8%	No
FMC1-LUC7L2		1	1	112	0.9%	No
NCAPH		1	1	112	0.9%	No
METTL17		1	1	112	0.9%	No
RYR1		1	1	112	0.9%	No
ZNF41		2	2	112	1.8%	No
SPATA21		1	1	112	0.9%	No
ECPAS		1	1	112	0.9%	No
SUCO		1	1	112	0.9%	No
LARS2		1	1	112	0.9%	No
ANAPC5		2	2	112	1.8%	No
SCARA3		1	1	112	0.9%	No
MAGEC2		1	1	112	0.9%	No
NLRC3		1	1	112	0.9%	No
SMC4		1	1	112	0.9%	No
AP1M2		1	1	112	0.9%	No
CCDC136		1	1	112	0.9%	No
ARHGEF12		1	1	112	0.9%	Yes
SMYD3		3	3	112	2.7%	Yes
MATCAP2		1	1	112	0.9%	No
MTARC1		1	1	112	0.9%	No
LARP1		1	1	112	0.9%	No
PPP1R13B		1	1	112	0.9%	No
PUM2		1	1	112	0.9%	No
ZNF629		1	1	112	0.9%	No
RNF113B		1	1	112	0.9%	No
DOK6		1	1	112	0.9%	No
VGLL1		1	1	112	0.9%	No
ADAP2		1	1	112	0.9%	No
FARSB		1	1	112	0.9%	No
PCYOX1		1	1	112	0.9%	No
LRP2BP		1	1	112	0.9%	No
ACSF3		1	1	112	0.9%	No
ABCC9		2	2	112	1.8%	No
ZNF235		1	1	112	0.9%	No
TEX38		1	1	112	0.9%	No
CREB3L2		2	1	112	0.9%	Yes
ZNF574		1	1	112	0.9%	No
UFL1		1	1	112	0.9%	No
GARIN3		1	1	112	0.9%	No
IPPK		1	1	112	0.9%	No
ARMC12		1	1	112	0.9%	No
GULP1		1	1	112	0.9%	No
CD83		1	1	112	0.9%	No
BDP1		2	2	112	1.8%	No
SOCS6		1	1	112	0.9%	No
KDM3A		1	1	112	0.9%	No
DOK5		1	1	112	0.9%	No
TRIP10		1	1	112	0.9%	No
SALL2		1	1	112	0.9%	No
TRIP11		1	1	112	0.9%	Yes
PCED1A		2	2	112	1.8%	No
SALL1		1	1	112	0.9%	No
ESYT1		1	1	112	0.9%	No
SYNE1		7	6	112	5.4%	No
SMCHD1		2	2	112	1.8%	No
DOCK9		1	1	112	0.9%	No
VPS52		1	1	112	0.9%	No
PHF24		1	1	112	0.9%	No
ALLC		2	2	112	1.8%	No
MUC17		5	5	112	4.5%	No
UBE2J1		1	1	112	0.9%	No
VPS11		1	1	112	0.9%	No
ASB5		1	1	112	0.9%	No
SELENOS		1	1	112	0.9%	No
PARP3		1	1	112	0.9%	Yes
DCAF6		1	1	112	0.9%	No
TGM5		1	1	112	0.9%	No
B4GALT5		1	1	112	0.9%	No
B4GALT6		1	1	112	0.9%	No
CNOT8		1	1	112	0.9%	No
RBM15		1	1	112	0.9%	Yes
HMGXB4		1	1	112	0.9%	No
TBC1D15		1	1	112	0.9%	No
USP24		1	1	112	0.9%	No
ENTREP2		1	1	112	0.9%	No
PIKFYVE		1	1	112	0.9%	No
LIMA1		1	1	112	0.9%	No
U2SURP		1	1	112	0.9%	No
UBR4		1	1	112	0.9%	No
ZNF358		1	1	112	0.9%	No
CENPJ		1	1	112	0.9%	No
MYO3B		2	2	112	1.8%	No
SH2D3A		1	1	112	0.9%	No
RBM47		1	1	112	0.9%	No
HOOK3		1	1	112	0.9%	Yes
CYP4Z1		1	1	112	0.9%	No
DNAJB6		1	1	112	0.9%	No
EFTUD2		2	2	112	1.8%	No
RALY		2	2	112	1.8%	No
IGLON5		1	1	112	0.9%	No
RALBP1		1	1	112	0.9%	No
YLPM1		1	1	112	0.9%	No
TMEM181		1	1	112	0.9%	No
CDCA7		1	1	112	0.9%	No
USHBP1		1	1	112	0.9%	No
GOLGA8G		1	1	112	0.9%	No
RNF20		1	1	112	0.9%	No
HMCN1		5	5	112	4.5%	No
EHD1		1	1	112	0.9%	No
SERTAD4		1	1	112	0.9%	No
BCO2		1	1	112	0.9%	No
FAN1		1	1	112	0.9%	No
LIPN		1	1	112	0.9%	No
ZNF582		1	1	112	0.9%	No
LHX2		1	1	112	0.9%	No
SLIT2		1	1	112	0.9%	No
MAPRE3		1	1	112	0.9%	No
PLA2R1		1	1	112	0.9%	No
ZNF687		1	1	112	0.9%	No
LRRC8A		2	1	112	0.9%	No
HOMEZ		1	1	112	0.9%	No
PDZD4		1	1	112	0.9%	No
NUP214		2	2	112	1.8%	Yes
ATAD3B		2	2	112	1.8%	No
CER1		1	1	112	0.9%	No
IRGC		1	1	112	0.9%	No
GK		1	1	112	0.9%	No
GPC3		1	1	112	0.9%	Yes
GLA		1	1	112	0.9%	No
UGT2A1		1	1	112	0.9%	No
